method,question,ground_truth,predict,precision,recall,fmeasure
bare_model,What is FreshWiki?,FreshWiki is a dataset of recent high-quality Wikipedia articles,"I couldn't find any information about ""FreshWiki"". However, I can tell you about Wiki, which is a type of collaborative online platform that allows users to create, edit, and share content. If you are looking for a specific type of wiki, it's possible that ""FreshWiki"" might be a lesser-known or niche platform. Can you provide more context or information about FreshWiki?",0.0625,0.4,0.10810810810810811
simple_rag_score,What does DiscoVLA stand for?,"Discrepancy Reduction in Vision, Language, and Alignment","DiscoVLA stands for ""Disc repancy Reducti o n in V ision, L anguage, and A lignment"".",0.125,0.2857142857142857,0.17391304347826086
simple_rag_score,What is SlideCoder?,"SlideCoder is a layout-aware, retrieval-augmented framework for generating editable slides from reference images.","SlideCoder is a unified end-to-end framework for generating Python executable slide code from reference images (RIs). It comprises three core modules: 1. A Color Gradients-based Segmentation (CGSeg) algorithm that segments the input Design into semantically meaningful regions. 2. A Hierarchical Retrieval-Augmented Code Generation module, consisting of three collaborative agents Describer, Coder, and Assembler, that generates the slide code. 3. A Layout-aware Prompt mechanism that enhances the Assembler agent to ensure spatial consistency and syntactic correctness. SlideCoder is designed to address the limitations of existing natural language-based LLM generation methods in capturing the visual and structural nuances of slide designs.",0.09523809523809523,0.6666666666666666,0.16666666666666666
simple_rag_score,What does CGSeg stand for?,Color Gradients-based Segmentation,CGSeg stands for Color Gradient-based Segmentation.,0.5714285714285714,1.0,0.7272727272727273
simple_rag_score,What does SCM stand for?,TriMetric Slide Complexity Metric,SCM stands for Slide Complexity Metric.,0.5,0.75,0.6
simple_rag_score,What is LlamaRec-LKG-RAG?,"LlamaRec-LKG-RAG is an efficient and interpretable framework that integrates personalized information from KGs into LLM-based recommendation systems, aiming to enhance ranking performance.","LlamaRec-LKG-RAG is a single-pass, learnable knowledge graph-RAG (Relation-Aware Graph) framework for LLM-based ranking, designed for real-time, large-scale deployments for recommendation systems. It integrates personalized information from knowledge graphs (KGs) into LLM-based recommendation systems to enhance ranking performance.",0.41304347826086957,0.76,0.5352112676056338
simple_rag_score,What is EXP4FUSE?,Exp4Fuse is a query expansion method using a LLM to enhance sparse retrievers.,"Exp4Fuse is a rank fusion framework that indirectly improves the performance of sparse retrievers through zero-shot LLM-based query expansion. It operates in two stages: 1. The first stage involves two retrieval routes using a similar sparse retriever. The original route follows the traditional retrieval process, where the original query is input directly into the sparse retriever to rank relevant documents. The query expansion route involves zero-shot LLM-based query expansion, where the original query is input into LLMs to generate hypothetical documents. These documents are then used to augment the original query, which is subsequently input into the sparse retriever to rank relevant documents. 2. The second stage involves fusing the document rankings from the two retrieval routes using a modified reciprocal rank fusion method. The fused ranking is considered the final retrieval output of the Exp4Fuse framework.",0.07801418439716312,0.8461538461538461,0.14285714285714288
simple_rag_score,What does RARE stand for?,Retrieval-Aware Robustness Evaluation,RARE stands for Retrieval-Aware Robustness Evaluation.,0.5714285714285714,1.0,0.7272727272727273
simple_rag_score,What is PAKTON?,"PAKTON is a multi-agent framework designed to analyze contract documents and provide explainable, legally grounded answers to user queries along with a comprehensive report.","PAKTON is a fully open-source, end-to-end, multi-agent framework with plug-and-play capabilities designed to handle the complexities of contract analysis through collaborative agent workflows and a novel retrieval-augmented generation (RAG) component. It is intended to enable automated legal document review that is more accessible, adaptable, and privacy-preserving.",0.2037037037037037,0.44,0.27848101265822783
simple_rag_score,What does SORCE stand for?,Small Object Retrieval in Complex Environments,SORCE stands for Small Object Retrieval in Complex Environments.,0.6666666666666666,1.0,0.8
simple_rag_score,What is SORCE?,"SORCE is a new subfield of Text-to-Image Retrieval (T2IR) that addresses the challenge of retrieving small, less conspicuous objects within images with complex environments based on textual queries.","SORCE stands for Small Object Retrieval in Complex Environments, which is a new subfield of Text-to-Image Retrieval (T2IR) that aims to match a given textual query to images in a gallery, focusing on retrieving small, less conspicuous objects within images with complex environments.",0.4888888888888889,0.7333333333333333,0.5866666666666667
simple_rag_score,What does ReP stand for?,Regional Prompts,ReP stands for Regional Prompts.,0.4,1.0,0.5714285714285715
simple_rag_score,What does T2IR stand for?,Text-to-Image Retrieval,T2IR stands for Text-to-Image Retrieval.,0.5714285714285714,1.0,0.7272727272727273
simple_rag_score,What is ClueAnchor?,ClueAnchor is a novel framework for enhancing RAG via clue-anchored reasoning exploration and optimization.,ClueAnchor is a novel framework that enhances retrieval-augmented generation by anchoring reasoning on key evidence clues extracted from retrieved documents. It combines knowledge reasoning exploration with knowledge reasoning optimization to improve the model's ability to identify and leverage critical information.,0.23809523809523808,0.6666666666666666,0.3508771929824562
simple_rag_score,What is MASKSEARCH?,MASKSEARCH is a universal pre-training framework designed to enhance the agentic search capabilities of LLMs within a unified model architecture.,"MASKSEARCH is a novel pre-training framework that enhances the agentic search capabilities of Large Language Models (LLMs). It introduces the Retrieval Augmented Mask Prediction (RAMP) task, where the model learns to leverage search tools to fill masked spans on a large number of pre-training data, thus acquiring universal retrieval and reasoning capabilities for LLMs.",0.25,0.6666666666666666,0.36363636363636365
simple_rag_score,What is REARANK?,REARANK is a large language model (LLM)-based listwise reasoning reranking agent.,"REARANK is a large language model (LLM)-based listwise reasoning reranking agent. It is a pioneering reasoning listwise reranking agent trained via Reinforcement Learning, which significantly outperforms baselines and achieves competitive, even superior, results compared to GPT-4 and Qwen3 models across various benchmarks.",0.2727272727272727,1.0,0.42857142857142855
simple_rag_score,What is GenKI?,GenKI is a framework which aims to improve the OpenQA performance by exploring Knowledge Integration and controllable Generation on LLMs simultaneously,"GenKI is a novel OpenQA framework that combines Knowledge Retrieval, Knowledge Integration, and Controllable Generation. It aims to improve the OpenQA performance by exploring Knowledge Integration and controllable Generation on Large Language Models (LLMs) simultaneously.",0.5714285714285714,0.9523809523809523,0.7142857142857142
